investor_id,total_transactions,first_txn,last_txn,max_gap_days,avg_gap_days,at_risk_gap_count,total_invested,avg_sip_amount,is_at_risk,risk_tier
INV001245,5,2024-03-06,2025-01-23,224.0,80.75,2,1205678,241135.6,True,Churned
INV001246,6,2024-01-14,2025-02-17,184.0,80.0,2,1149271,191545.16666666666,True,Churned
INV001247,7,2024-07-07,2025-03-30,139.0,44.333333333333336,2,510373,72910.42857142857,True,Churned
INV001248,1,2024-08-07,2024-08-07,,,0,40902,40902.0,False,New
INV001249,6,2024-05-27,2025-05-20,105.0,71.6,4,366051,61008.5,True,Churned
INV001250,6,2024-03-30,2025-05-15,181.0,82.2,5,1382160,230360.0,True,Churned
INV001251,9,2024-01-18,2025-03-27,223.0,54.25,3,941320,104591.11111111111,True,Churned
INV001252,1,2024-01-14,2024-01-14,,,0,53866,53866.0,False,New
INV001253,1,2025-05-11,2025-05-11,,,0,493973,493973.0,False,New
INV001254,5,2024-01-24,2025-03-31,186.0,108.0,3,991356,198271.2,True,Churned
INV001255,6,2024-04-27,2025-04-16,161.0,70.8,2,607995,101332.5,True,Churned
INV001256,4,2024-02-21,2025-04-06,308.0,136.66666666666666,2,183984,45996.0,True,Churned
INV001257,10,2024-02-13,2025-05-30,166.0,52.44444444444444,3,1348149,134814.9,True,Churned
INV001258,2,2024-07-31,2024-09-27,58.0,58.0,1,16526,8263.0,True,At Risk
INV001259,12,2024-01-09,2025-05-05,213.0,43.81818181818182,3,1768330,147360.83333333334,True,Churned
INV001260,7,2024-04-10,2025-05-25,163.0,68.33333333333333,5,588549,84078.42857142857,True,Churned
INV001261,7,2024-02-29,2025-01-27,89.0,55.5,4,1041091,148727.2857142857,True,High Risk
INV001262,8,2024-04-10,2025-04-01,116.0,50.857142857142854,4,452322,56540.25,True,Churned
INV001263,3,2024-07-02,2025-04-20,153.0,146.0,2,527595,175865.0,True,Churned
INV001264,8,2024-02-06,2024-12-16,87.0,44.857142857142854,4,907868,113483.5,True,High Risk
INV001265,7,2024-04-15,2025-03-26,217.0,57.5,2,674769,96395.57142857143,True,Churned
INV001266,2,2024-03-31,2025-04-28,393.0,393.0,1,543966,271983.0,True,Churned
INV001267,2,2024-06-30,2025-04-19,293.0,293.0,1,11428,5714.0,True,Churned
INV001268,1,2024-12-02,2024-12-02,,,0,27614,27614.0,False,New
INV001269,10,2024-01-05,2025-05-27,107.0,56.44444444444444,7,1775128,177512.8,True,Churned
INV001270,3,2024-04-25,2024-05-24,18.0,14.5,0,416407,138802.33333333334,False,Active
INV001271,4,2024-06-10,2025-04-28,140.0,107.33333333333333,3,17025,4256.25,True,Churned
INV001272,2,2024-10-09,2025-03-06,148.0,148.0,1,636978,318489.0,True,Churned
INV001273,5,2024-02-17,2025-05-02,308.0,110.0,2,465895,93179.0,True,Churned
INV001274,12,2024-01-07,2025-05-20,141.0,45.36363636363637,6,1095622,91301.83333333333,True,Churned
INV001275,12,2024-02-11,2025-04-15,99.0,39.0,5,860203,71683.58333333333,True,Churned
INV001276,4,2024-03-03,2025-03-01,226.0,121.0,3,233524,58381.0,True,Churned
INV001277,2,2024-02-22,2025-04-17,420.0,420.0,1,26831,13415.5,True,Churned
INV001278,1,2024-11-26,2024-11-26,,,0,531788,531788.0,False,New
INV001279,5,2024-02-02,2025-05-30,417.0,120.75,1,101615,20323.0,True,Churned
INV001280,6,2024-03-07,2025-04-29,169.0,83.6,4,1606014,267669.0,True,Churned
INV001281,6,2024-02-04,2025-04-23,291.0,88.8,3,474513,79085.5,True,Churned
INV001282,8,2024-04-30,2025-05-19,119.0,54.857142857142854,5,558050,69756.25,True,Churned
INV001283,1,2024-01-06,2024-01-06,,,0,33527,33527.0,False,New
INV001284,11,2024-01-02,2025-05-22,124.0,50.6,6,2165725,196884.0909090909,True,Churned
INV001285,2,2024-05-26,2024-05-28,2.0,2.0,0,82141,41070.5,False,Active
INV001286,3,2025-03-09,2025-04-18,26.0,20.0,0,61766,20588.666666666668,False,Active
INV001287,9,2024-01-09,2025-04-14,116.0,57.625,6,554160,61573.333333333336,True,Churned
INV001288,8,2024-04-08,2025-01-07,148.0,39.142857142857146,3,526576,65822.0,True,Churned
INV001289,3,2024-03-26,2025-03-03,221.0,171.0,2,70123,23374.333333333332,True,Churned
INV001290,2,2024-03-07,2024-12-26,294.0,294.0,1,5446,2723.0,True,Churned
INV001291,7,2024-03-27,2025-04-12,181.0,63.5,4,349638,49948.28571428572,True,Churned
INV001292,2,2024-06-26,2024-10-20,116.0,116.0,1,15584,7792.0,True,Churned
INV001293,1,2025-04-25,2025-04-25,,,0,416560,416560.0,False,New
INV001294,1,2024-07-04,2024-07-04,,,0,8375,8375.0,False,New
INV001295,10,2024-01-05,2025-02-14,165.0,45.111111111111114,3,96957,9695.7,True,Churned
INV001296,2,2024-06-06,2025-05-21,349.0,349.0,1,101296,50648.0,True,Churned
INV001297,2,2024-05-26,2025-01-28,247.0,247.0,1,11668,5834.0,True,Churned
INV001298,11,2024-03-14,2025-05-19,113.0,43.1,4,1031434,93766.72727272728,True,Churned
INV001299,12,2024-02-26,2025-05-15,101.0,40.36363636363637,4,1052497,87708.08333333333,True,Churned
INV001300,7,2024-01-14,2025-04-08,127.0,75.0,4,1109365,158480.7142857143,True,Churned
INV001301,4,2024-05-30,2025-01-29,232.0,81.33333333333333,1,862092,215523.0,True,Churned
INV001302,1,2024-11-09,2024-11-09,,,0,548,548.0,False,New
INV001303,2,2024-06-13,2025-01-08,209.0,209.0,1,638624,319312.0,True,Churned
INV001304,12,2024-01-06,2025-05-08,114.0,44.36363636363637,6,899956,74996.33333333333,True,Churned
INV001305,2,2024-07-23,2024-09-03,42.0,42.0,1,14153,7076.5,True,At Risk
INV001306,2,2024-08-25,2024-11-25,92.0,92.0,1,44975,22487.5,True,Churned
INV001307,3,2024-05-24,2025-03-24,301.0,152.0,1,585556,195185.33333333334,True,Churned
INV001308,12,2024-01-29,2025-05-01,147.0,41.63636363636363,5,883015,73584.58333333333,True,Churned
INV001309,1,2024-12-11,2024-12-11,,,0,10544,10544.0,False,New
INV001310,8,2024-02-03,2025-03-15,180.0,58.0,5,165265,20658.125,True,Churned
INV001311,4,2024-01-07,2025-04-05,192.0,151.33333333333334,3,96628,24157.0,True,Churned
INV001312,11,2024-02-14,2025-04-26,108.0,43.7,4,990125,90011.36363636363,True,Churned
INV001313,4,2024-01-19,2025-01-30,163.0,125.66666666666667,3,489686,122421.5,True,Churned
INV001314,10,2024-02-03,2025-05-02,130.0,50.44444444444444,5,196028,19602.8,True,Churned
INV001315,10,2024-01-23,2025-04-07,124.0,48.888888888888886,3,1043647,104364.7,True,Churned
INV001316,10,2024-02-05,2025-05-12,166.0,51.333333333333336,4,920375,92037.5,True,Churned
INV001317,11,2024-01-24,2025-03-23,96.0,42.4,4,946676,86061.45454545454,True,Churned
INV001318,11,2024-01-27,2025-03-18,150.0,41.6,4,214330,19484.545454545456,True,Churned
INV001319,8,2024-08-15,2025-04-07,76.0,33.57142857142857,3,1195460,149432.5,True,High Risk
INV001320,11,2024-02-01,2025-04-28,163.0,45.2,4,1702564,154778.54545454544,True,Churned
INV001321,7,2024-02-26,2025-05-26,129.0,75.83333333333333,4,341346,48763.71428571428,True,Churned
INV001322,7,2024-01-15,2025-05-14,136.0,80.83333333333333,5,819585,117083.57142857143,True,Churned
INV001323,1,2025-04-12,2025-04-12,,,0,17888,17888.0,False,New
INV001324,2,2025-02-18,2025-03-24,34.0,34.0,0,435828,217914.0,False,Active
INV001325,7,2024-01-18,2025-05-27,174.0,82.5,4,1011033,144433.2857142857,True,Churned
INV001326,12,2024-01-29,2025-05-29,182.0,44.18181818181818,5,612770,51064.166666666664,True,Churned
INV001327,2,2024-01-07,2025-05-22,501.0,501.0,1,358422,179211.0,True,Churned
INV001328,5,2024-01-02,2024-10-07,208.0,69.75,2,1035586,207117.2,True,Churned
INV001329,10,2024-03-22,2025-05-18,97.0,46.888888888888886,5,714494,71449.4,True,Churned
INV001330,5,2024-06-26,2025-04-30,94.0,77.0,4,483138,96627.6,True,Churned
INV001331,10,2024-01-04,2025-04-23,100.0,52.77777777777778,7,310811,31081.1,True,Churned
INV001332,9,2024-02-03,2025-05-28,168.0,60.0,4,295642,32849.11111111111,True,Churned
INV001333,12,2024-01-08,2025-05-23,185.0,45.54545454545455,3,789220,65768.33333333333,True,Churned
INV001334,10,2024-02-24,2025-05-22,112.0,50.333333333333336,6,1354227,135422.7,True,Churned
INV001335,2,2024-05-24,2024-12-19,209.0,209.0,1,526633,263316.5,True,Churned
INV001336,9,2024-02-10,2025-05-16,198.0,57.625,5,259351,28816.777777777777,True,Churned
INV001337,5,2024-03-06,2024-11-15,167.0,63.5,3,395450,79090.0,True,Churned
INV001338,2,2024-05-07,2024-10-19,165.0,165.0,1,420259,210129.5,True,Churned
INV001339,1,2025-04-04,2025-04-04,,,0,2734,2734.0,False,New
INV001340,3,2024-02-12,2025-03-28,287.0,205.0,2,284122,94707.33333333333,True,Churned
INV001341,5,2024-02-10,2025-03-10,202.0,98.5,3,551633,110326.6,True,Churned
INV001342,9,2024-02-26,2025-05-05,255.0,54.25,3,964237,107137.44444444444,True,Churned
INV001343,6,2024-02-28,2024-12-04,88.0,56.0,3,686341,114390.16666666667,True,High Risk
INV001344,3,2024-03-12,2025-01-09,225.0,151.5,2,459599,153199.66666666666,True,Churned
INV001345,8,2024-02-10,2025-05-10,157.0,65.0,5,1391026,173878.25,True,Churned
INV001346,7,2024-01-29,2025-05-02,205.0,76.5,3,763232,109033.14285714286,True,Churned
INV001347,2,2024-05-08,2025-01-28,265.0,265.0,1,5374,2687.0,True,Churned
INV001348,11,2024-03-07,2025-04-20,121.0,40.9,3,1200049,109095.36363636363,True,Churned
INV001349,3,2024-06-22,2024-10-31,87.0,65.5,2,467672,155890.66666666666,True,High Risk
INV001350,8,2024-01-03,2025-05-15,287.0,71.14285714285714,4,893495,111686.875,True,Churned
INV001351,12,2024-01-26,2025-04-20,144.0,40.90909090909091,3,1224042,102003.5,True,Churned
INV001352,6,2024-03-11,2025-01-29,139.0,64.8,2,193086,32181.0,True,Churned
INV001353,7,2024-04-19,2025-03-29,134.0,57.333333333333336,5,424525,60646.42857142857,True,Churned
INV001354,9,2024-01-21,2025-03-21,150.0,53.125,4,963214,107023.77777777778,True,Churned
INV001355,11,2024-02-23,2025-03-31,128.0,40.2,4,1566988,142453.45454545456,True,Churned
INV001356,11,2024-03-05,2025-04-05,109.0,39.6,5,998538,90776.18181818182,True,Churned
INV001357,5,2024-07-06,2024-12-13,92.0,40.0,2,509124,101824.8,True,Churned
INV001358,1,2024-02-15,2024-02-15,,,0,3401,3401.0,False,New
INV001359,9,2024-03-10,2025-05-19,143.0,54.375,3,526533,58503.666666666664,True,Churned
INV001360,1,2024-09-15,2024-09-15,,,0,8637,8637.0,False,New
INV001361,9,2024-01-28,2024-11-26,93.0,37.875,4,791103,87900.33333333333,True,Churned
INV001362,4,2024-06-06,2024-08-04,37.0,19.666666666666668,1,543937,135984.25,True,At Risk
INV001363,7,2024-01-07,2024-11-06,125.0,50.666666666666664,3,493071,70438.71428571429,True,Churned
INV001364,2,2024-01-23,2024-05-28,126.0,126.0,1,545191,272595.5,True,Churned
INV001365,4,2024-01-14,2024-08-07,105.0,68.66666666666667,2,401179,100294.75,True,Churned
INV001366,9,2024-03-18,2025-05-27,98.0,54.375,5,671758,74639.77777777778,True,Churned
INV001367,7,2024-01-03,2025-05-12,222.0,82.5,4,153434,21919.14285714286,True,Churned
INV001368,3,2024-04-27,2024-07-04,42.0,34.0,1,301863,100621.0,True,At Risk
INV001369,9,2024-03-31,2025-05-10,131.0,50.625,4,1305360,145040.0,True,Churned
INV001370,7,2024-01-23,2025-05-23,164.0,81.0,5,503643,71949.0,True,Churned
INV001371,4,2024-08-15,2025-03-31,120.0,76.0,3,839040,209760.0,True,Churned
INV001372,4,2024-02-28,2025-02-23,199.0,120.33333333333333,2,236898,59224.5,True,Churned
INV001373,4,2024-07-25,2025-04-15,154.0,88.0,2,288818,72204.5,True,Churned
INV001374,7,2024-06-19,2025-05-20,101.0,55.833333333333336,4,1077081,153868.7142857143,True,Churned
INV001375,12,2024-01-12,2025-05-20,176.0,44.90909090909091,5,929873,77489.41666666667,True,Churned
INV001376,7,2024-01-15,2025-05-01,181.0,78.66666666666667,3,66059,9437.0,True,Churned
INV001377,8,2024-02-06,2025-05-07,113.0,65.14285714285714,4,1175557,146944.625,True,Churned
INV001378,6,2024-03-25,2025-04-25,128.0,79.2,5,1441757,240292.83333333334,True,Churned
INV001379,7,2024-01-22,2024-11-07,74.0,48.333333333333336,4,1346658,192379.7142857143,True,High Risk
INV001380,2,2024-08-31,2024-12-14,105.0,105.0,1,357230,178615.0,True,Churned
INV001381,1,2024-06-22,2024-06-22,,,0,91078,91078.0,False,New
INV001382,4,2024-05-11,2025-03-10,201.0,101.0,2,20674,5168.5,True,Churned
INV001383,10,2024-02-26,2025-03-28,117.0,44.0,6,883415,88341.5,True,Churned
INV001384,10,2024-02-28,2025-03-26,149.0,43.55555555555556,3,1646358,164635.8,True,Churned
INV001385,5,2024-01-08,2025-04-25,305.0,118.25,2,340160,68032.0,True,Churned
INV001386,7,2024-01-31,2024-12-07,133.0,51.833333333333336,3,987951,141135.85714285713,True,Churned
INV001387,9,2024-02-01,2025-05-04,130.0,57.25,5,111470,12385.555555555555,True,Churned
INV001388,6,2024-05-04,2025-04-22,124.0,70.6,4,754939,125823.16666666667,True,Churned
INV001389,6,2024-02-22,2025-05-02,158.0,87.0,4,1267006,211167.66666666666,True,Churned
INV001390,6,2024-02-02,2025-03-18,201.0,82.0,3,566837,94472.83333333333,True,Churned
INV001391,8,2024-01-31,2025-05-26,177.0,68.71428571428571,4,1427142,178392.75,True,Churned
INV001392,8,2024-05-12,2025-05-11,99.0,52.0,3,1242899,155362.375,True,Churned
INV001393,3,2024-09-15,2025-04-11,181.0,104.0,1,134275,44758.333333333336,True,Churned
INV001394,9,2024-02-06,2025-04-26,136.0,55.625,3,298786,33198.444444444445,True,Churned
INV001395,8,2024-04-01,2025-04-28,151.0,56.0,3,1043484,130435.5,True,Churned
INV001396,5,2024-02-26,2025-04-02,169.0,100.25,4,914167,182833.4,True,Churned
INV001397,11,2024-01-14,2025-05-09,124.0,48.1,6,1523232,138475.63636363635,True,Churned
INV001398,11,2024-01-10,2025-04-09,131.0,45.5,5,1337654,121604.90909090909,True,Churned
INV001399,7,2024-03-12,2025-03-21,160.0,62.333333333333336,3,413350,59050.0,True,Churned
INV001400,11,2024-01-01,2025-01-19,122.0,38.4,3,1453464,132133.0909090909,True,Churned
INV001401,10,2024-04-15,2025-03-24,102.0,38.111111111111114,5,949269,94926.9,True,Churned
INV001402,9,2024-01-19,2025-05-26,151.0,61.625,5,1624904,180544.88888888888,True,Churned
INV001403,2,2025-03-05,2025-04-28,54.0,54.0,1,220213,110106.5,True,At Risk
INV001404,4,2024-01-13,2024-12-01,129.0,107.66666666666667,3,458780,114695.0,True,Churned
INV001405,4,2024-04-14,2025-05-10,288.0,130.33333333333334,3,74645,18661.25,True,Churned
INV001406,12,2024-03-12,2025-05-15,128.0,39.0,4,584791,48732.583333333336,True,Churned
INV001407,10,2024-01-08,2024-12-29,116.0,39.55555555555556,2,1024262,102426.2,True,Churned
INV001408,3,2024-07-09,2024-09-21,46.0,37.0,1,462278,154092.66666666666,True,At Risk
INV001409,7,2024-10-15,2025-04-27,60.0,32.333333333333336,3,1116042,159434.57142857142,True,At Risk
INV001410,8,2024-01-09,2025-03-11,118.0,61.0,4,606043,75755.375,True,Churned
INV001411,8,2024-01-03,2025-04-03,151.0,65.14285714285714,3,628481,78560.125,True,Churned
INV001412,3,2024-08-04,2024-12-23,81.0,70.5,2,309678,103226.0,True,High Risk
INV001413,8,2024-03-15,2025-04-11,125.0,56.0,4,790868,98858.5,True,Churned
INV001414,2,2024-02-27,2024-12-16,293.0,293.0,1,166095,83047.5,True,Churned
INV001415,10,2024-01-17,2025-05-08,173.0,53.0,5,579638,57963.8,True,Churned
INV001416,2,2024-04-02,2025-01-30,303.0,303.0,1,66259,33129.5,True,Churned
INV001417,5,2024-03-09,2025-02-24,128.0,88.0,4,753778,150755.6,True,Churned
INV001418,9,2024-01-13,2025-04-18,187.0,57.625,3,1018286,113142.88888888889,True,Churned
INV001419,8,2024-01-11,2025-03-15,110.0,61.285714285714285,5,287969,35996.125,True,Churned
INV001420,5,2024-01-29,2025-02-15,172.0,95.75,3,566736,113347.2,True,Churned
INV001421,8,2024-03-12,2025-05-28,164.0,63.142857142857146,4,711652,88956.5,True,Churned
INV001422,5,2024-01-22,2025-02-20,296.0,98.75,3,206779,41355.8,True,Churned
INV001423,11,2024-02-03,2025-01-08,89.0,34.0,5,805166,73196.90909090909,True,High Risk
INV001424,6,2024-01-18,2025-04-27,156.0,93.0,4,573359,95559.83333333333,True,Churned
INV001425,2,2024-01-23,2025-04-12,445.0,445.0,1,7051,3525.5,True,Churned
INV001426,1,2024-07-24,2024-07-24,,,0,5280,5280.0,False,New
INV001427,1,2025-03-02,2025-03-02,,,0,5328,5328.0,False,New
INV001428,12,2024-01-19,2025-05-19,76.0,44.18181818181818,6,1098386,91532.16666666667,True,High Risk
INV001429,2,2024-09-17,2025-05-15,240.0,240.0,1,185962,92981.0,True,Churned
INV001430,1,2024-05-22,2024-05-22,,,0,560,560.0,False,New
INV001431,4,2024-08-12,2025-02-08,98.0,60.0,2,343667,85916.75,True,Churned
INV001432,7,2024-02-14,2025-02-05,109.0,59.5,4,446508,63786.857142857145,True,Churned
INV001433,6,2024-01-13,2025-05-23,307.0,99.2,3,1003402,167233.66666666666,True,Churned
INV001434,9,2024-01-30,2025-05-27,178.0,60.375,4,433434,48159.333333333336,True,Churned
INV001435,2,2024-10-02,2024-11-07,36.0,36.0,1,12503,6251.5,True,At Risk
INV001436,4,2024-05-31,2025-03-13,234.0,95.33333333333333,2,655376,163844.0,True,Churned
INV001437,4,2024-03-14,2024-12-06,203.0,89.0,2,307368,76842.0,True,Churned
INV001438,1,2024-12-03,2024-12-03,,,0,7489,7489.0,False,New
INV001439,7,2024-04-29,2025-04-02,104.0,56.333333333333336,4,1012562,144651.7142857143,True,Churned
INV001440,5,2024-02-04,2024-09-17,80.0,56.5,4,823731,164746.2,True,High Risk
INV001441,2,2024-01-30,2024-03-30,60.0,60.0,1,5453,2726.5,True,At Risk
INV001442,12,2024-02-21,2025-05-23,238.0,41.54545454545455,4,689389,57449.083333333336,True,Churned
INV001443,6,2024-05-19,2025-03-01,82.0,57.2,4,974626,162437.66666666666,True,High Risk
INV001444,3,2024-08-29,2024-12-15,54.0,54.0,2,27282,9094.0,True,At Risk
INV001445,5,2024-10-06,2025-04-28,78.0,51.0,3,297715,59543.0,True,High Risk
INV001446,4,2024-08-16,2025-04-25,139.0,84.0,3,751921,187980.25,True,Churned
INV001447,4,2024-01-07,2025-01-18,257.0,125.66666666666667,3,138470,34617.5,True,Churned
INV001448,6,2024-08-29,2025-04-25,96.0,47.8,2,780825,130137.5,True,Churned
INV001449,7,2024-02-16,2024-12-03,126.0,48.5,3,521158,74451.14285714286,True,Churned
INV001450,4,2024-07-03,2025-05-14,173.0,105.0,3,196863,49215.75,True,Churned
INV001451,1,2024-11-16,2024-11-16,,,0,26908,26908.0,False,New
INV001452,4,2024-05-05,2024-12-12,140.0,73.66666666666667,2,233554,58388.5,True,Churned
INV001453,4,2024-04-16,2025-03-02,157.0,106.66666666666667,2,70693,17673.25,True,Churned
INV001454,8,2024-01-03,2025-03-16,176.0,62.57142857142857,5,441723,55215.375,True,Churned
INV001455,12,2024-01-10,2025-04-07,133.0,41.18181818181818,4,743232,61936.0,True,Churned
INV001456,9,2024-03-04,2025-04-27,84.0,52.375,5,1056586,117398.44444444444,True,High Risk
INV001457,12,2024-01-21,2025-03-15,99.0,38.09090909090909,5,1547775,128981.25,True,Churned
INV001458,12,2024-02-01,2025-01-25,101.0,32.63636363636363,3,827845,68987.08333333333,True,Churned
INV001459,5,2024-01-31,2025-05-10,232.0,116.25,3,1030235,206047.0,True,Churned
INV001460,11,2024-05-16,2025-04-15,95.0,33.4,3,2189872,199079.27272727274,True,Churned
INV001461,2,2024-02-08,2024-03-22,43.0,43.0,1,4821,2410.5,True,At Risk
INV001462,9,2024-02-19,2025-05-04,209.0,55.0,5,1157629,128625.44444444444,True,Churned
INV001463,5,2024-01-17,2024-12-03,192.0,80.25,3,346839,69367.8,True,Churned
INV001464,1,2025-05-20,2025-05-20,,,0,2668,2668.0,False,New
INV001465,7,2024-03-20,2025-01-26,109.0,52.0,3,1223588,174798.2857142857,True,Churned
INV001466,11,2024-01-12,2024-10-05,82.0,26.7,4,1302126,118375.09090909091,True,High Risk
INV001467,10,2024-01-11,2025-05-14,176.0,54.333333333333336,5,880295,88029.5,True,Churned
INV001468,4,2024-01-21,2024-10-28,222.0,93.66666666666667,2,691082,172770.5,True,Churned
INV001469,3,2024-08-06,2025-02-17,163.0,97.5,1,388458,129486.0,True,Churned
INV001470,7,2024-02-15,2025-04-24,144.0,72.33333333333333,4,1020695,145813.57142857142,True,Churned
INV001471,1,2025-01-20,2025-01-20,,,0,428092,428092.0,False,New
INV001472,9,2024-01-10,2025-02-08,139.0,49.375,4,902384,100264.88888888889,True,Churned
INV001473,7,2024-01-23,2025-05-25,257.0,81.33333333333333,2,1138426,162632.2857142857,True,Churned
INV001474,2,2024-07-24,2025-02-11,202.0,202.0,1,311713,155856.5,True,Churned
INV001475,4,2024-07-08,2025-03-30,131.0,88.33333333333333,3,184367,46091.75,True,Churned
INV001476,5,2024-01-07,2025-02-14,309.0,101.0,2,329871,65974.2,True,Churned
INV001477,3,2024-10-17,2025-03-08,88.0,71.0,2,571669,190556.33333333334,True,High Risk
INV001478,7,2024-01-26,2025-05-18,200.0,79.66666666666667,4,420725,60103.57142857143,True,Churned
INV001479,3,2024-09-20,2025-04-12,110.0,102.0,2,426682,142227.33333333334,True,Churned
INV001480,7,2024-01-09,2024-10-22,157.0,47.833333333333336,2,750708,107244.0,True,Churned
INV001481,7,2024-02-07,2024-12-02,115.0,49.833333333333336,3,305859,43694.142857142855,True,Churned
INV001482,8,2024-04-10,2025-05-18,212.0,57.57142857142857,3,552001,69000.125,True,Churned
INV001483,6,2024-02-29,2025-04-27,179.0,84.6,4,193272,32212.0,True,Churned
INV001484,5,2024-04-12,2025-03-27,179.0,87.25,2,1093386,218677.2,True,Churned
INV001485,10,2024-02-05,2025-04-20,150.0,48.888888888888886,5,176126,17612.6,True,Churned
INV001486,2,2025-02-18,2025-04-21,62.0,62.0,1,342115,171057.5,True,High Risk
INV001487,3,2024-07-12,2025-01-10,112.0,91.0,2,100742,33580.666666666664,True,Churned
INV001488,5,2024-06-21,2025-05-03,139.0,79.0,3,503159,100631.8,True,Churned
INV001489,5,2024-01-26,2025-01-02,162.0,85.5,3,124464,24892.8,True,Churned
INV001490,1,2024-03-25,2024-03-25,,,0,35777,35777.0,False,New
INV001491,8,2024-01-07,2025-05-15,245.0,70.57142857142857,5,479735,59966.875,True,Churned
INV001492,5,2024-01-06,2024-11-10,149.0,77.25,3,979297,195859.4,True,Churned
INV001493,3,2024-02-20,2024-12-16,250.0,150.0,2,740657,246885.66666666666,True,Churned
INV001494,3,2024-01-17,2025-04-04,254.0,221.5,2,11931,3977.0,True,Churned
INV001495,2,2025-03-03,2025-03-19,16.0,16.0,0,82936,41468.0,False,Active
INV001496,11,2024-01-23,2025-02-27,165.0,40.1,5,2539407,230855.18181818182,True,Churned
INV001497,12,2024-01-01,2025-05-19,138.0,45.81818181818182,4,663731,55310.916666666664,True,Churned
INV001498,6,2024-02-15,2025-01-24,96.0,68.8,5,1072254,178709.0,True,Churned
INV001499,10,2024-01-10,2025-01-20,85.0,41.77777777777778,5,2612819,261281.9,True,High Risk
INV001500,8,2024-02-14,2025-05-06,205.0,63.857142857142854,4,1668134,208516.75,True,Churned
INV001501,7,2024-02-04,2024-12-17,106.0,52.833333333333336,4,1672359,238908.42857142858,True,Churned
INV001502,2,2024-01-31,2025-02-13,379.0,379.0,1,473868,236934.0,True,Churned
INV001503,6,2024-08-22,2025-04-03,108.0,44.8,2,529940,88323.33333333333,True,Churned
INV001504,10,2024-03-21,2025-05-29,134.0,48.22222222222222,4,323372,32337.2,True,Churned
INV001505,3,2024-03-11,2025-01-01,205.0,148.0,2,102157,34052.333333333336,True,Churned
INV001506,7,2024-01-02,2025-04-15,213.0,78.16666666666667,3,789025,112717.85714285714,True,Churned
INV001507,12,2024-02-01,2025-04-07,77.0,39.18181818181818,6,1262282,105190.16666666667,True,High Risk
INV001508,10,2024-01-03,2025-05-20,131.0,55.888888888888886,7,2273825,227382.5,True,Churned
INV001509,1,2025-04-05,2025-04-05,,,0,1882,1882.0,False,New
INV001510,10,2024-03-05,2025-04-10,105.0,44.55555555555556,4,935895,93589.5,True,Churned
INV001511,3,2024-12-19,2025-02-13,47.0,28.0,1,304709,101569.66666666667,True,At Risk
INV001512,11,2024-01-28,2025-05-19,122.0,47.7,6,1931510,175591.81818181818,True,Churned
INV001513,6,2024-02-17,2024-12-16,95.0,60.6,3,477668,79611.33333333333,True,Churned
INV001514,11,2024-02-27,2025-03-22,72.0,38.9,6,870557,79141.54545454546,True,High Risk
INV001515,5,2024-01-21,2025-02-13,135.0,97.25,3,262809,52561.8,True,Churned
INV001516,9,2024-02-13,2025-05-11,169.0,56.625,5,1094073,121563.66666666667,True,Churned
INV001517,3,2024-05-11,2024-10-22,83.0,82.0,2,455179,151726.33333333334,True,High Risk
INV001518,9,2024-02-17,2025-02-21,106.0,46.25,5,1325188,147243.11111111112,True,Churned
INV001519,3,2024-03-05,2024-08-06,79.0,77.0,2,15153,5051.0,True,High Risk
INV001520,3,2024-03-17,2025-02-23,284.0,171.5,2,618129,206043.0,True,Churned
INV001521,9,2024-03-04,2025-03-17,207.0,47.25,2,1033095,114788.33333333333,True,Churned
INV001522,3,2024-09-07,2025-03-31,194.0,102.5,1,484106,161368.66666666666,True,Churned
INV001523,1,2025-04-21,2025-04-21,,,0,283709,283709.0,False,New
INV001524,7,2024-05-11,2025-05-27,149.0,63.5,5,1023174,146167.7142857143,True,Churned
INV001525,7,2024-05-13,2025-05-13,103.0,60.833333333333336,4,409031,58433.0,True,Churned
INV001526,10,2024-02-17,2024-11-07,73.0,29.333333333333332,4,1108874,110887.4,True,High Risk
INV001527,3,2024-03-01,2024-11-02,237.0,123.0,1,397461,132487.0,True,Churned
INV001528,11,2024-01-13,2025-05-07,104.0,48.0,5,2546199,231472.63636363635,True,Churned
INV001529,3,2024-02-22,2025-04-25,389.0,214.0,2,493098,164366.0,True,Churned
INV001530,9,2024-01-14,2025-02-05,115.0,48.5,5,478137,53126.333333333336,True,Churned
INV001531,4,2024-03-27,2024-12-08,139.0,85.33333333333333,2,308636,77159.0,True,Churned
INV001532,11,2024-01-31,2025-05-19,97.0,47.4,6,981795,89254.09090909091,True,Churned
INV001533,2,2024-09-09,2025-02-24,168.0,168.0,1,1017085,508542.5,True,Churned
INV001534,8,2024-01-16,2025-04-11,206.0,64.42857142857143,4,1096274,137034.25,True,Churned
INV001535,4,2024-02-01,2025-04-28,373.0,150.66666666666666,2,481793,120448.25,True,Churned
INV001536,11,2024-01-04,2025-02-21,106.0,41.4,3,768514,69864.90909090909,True,Churned
INV001537,5,2024-04-15,2025-05-16,226.0,99.0,3,438883,87776.6,True,Churned
INV001538,7,2024-01-12,2025-02-08,141.0,65.5,4,403950,57707.142857142855,True,Churned
INV001539,3,2024-01-12,2025-04-30,306.0,237.0,2,255554,85184.66666666667,True,Churned
INV001540,4,2024-01-01,2025-02-19,325.0,138.33333333333334,2,55777,13944.25,True,Churned
