date,nav
2026-02-06,124.08112000000001
2026-02-09,123.60308
2026-02-10,122.976
2026-02-11,124.80594
2026-02-12,127.26561999999998
2026-02-13,125.91044000000002
2026-02-16,125.53447999999999
2026-02-17,125.69142
2026-02-18,125.01158000000001
2026-02-19,125.7376
2026-02-20,125.18714
2026-02-23,126.62424000000001
2026-02-24,127.67074
2026-02-25,127.24718
2026-02-26,127.54267999999999
2026-02-27,128.98748
2026-03-02,127.83584
2026-03-03,127.2808
2026-03-04,127.77208
2026-03-05,128.35531999999998
2026-03-06,128.86686
2026-03-09,127.54936000000001
2026-03-10,127.65169999999998
2026-03-11,127.16354000000001
2026-03-12,126.76704
2026-03-13,128.32896
2026-03-16,127.58110000000002
2026-03-17,127.84331999999999
2026-03-18,129.29368
2026-03-19,131.38548
2026-03-20,131.07318
2026-03-23,132.3451
2026-03-24,134.4102
2026-03-25,135.63674
2026-03-26,135.41708
2026-03-27,135.91288
2026-03-30,134.17496
2026-03-31,134.35538000000003
2026-04-01,134.8712
2026-04-02,134.10262
2026-04-03,137.27803999999998
2026-04-06,135.93744
2026-04-07,136.85772
2026-04-08,138.63152
2026-04-09,137.59261999999998
2026-04-10,137.7578
2026-04-13,137.59682
2026-04-14,138.90172
2026-04-15,138.26982
2026-04-16,138.12052
2026-04-17,137.26170000000002
2026-04-20,136.44394
2026-04-21,136.33792
2026-04-22,137.41271999999998
2026-04-23,137.24403999999998
2026-04-24,135.214
2026-04-27,136.4912
2026-04-28,135.75822
2026-04-29,137.87356
2026-04-30,138.09210000000002
2026-05-01,139.60812
2026-05-04,140.68274000000002
2026-05-05,140.84658
2026-05-06,142.0224
2026-05-07,141.87872
2026-05-08,143.82682
2026-05-11,144.89522000000002
2026-05-12,146.21394
2026-05-13,145.63092
2026-05-14,144.05866
2026-05-15,143.97348
2026-05-18,143.84117999999998
2026-05-19,142.78484
2026-05-20,142.94342
2026-05-21,144.40174000000002
2026-05-22,144.62449999999998
2026-05-25,143.72379999999998
2026-05-26,143.40578
2026-05-27,142.99732
2026-05-28,143.06106
2026-05-29,142.91178
